O X XOOOX,-1.0,0.10932904117813491,-1.0,0.1837836388109919,0.15910372528488648,-1.0,-1.0,-1.0,-1.0
X XO OOXO,-1.0,0.5915277391532693,-1.0,-1.0,0.32619567266125726,0.20267516735976798,0.4660177008625156,0.32521602545853345,-1.0
 XOO OXOX,0.18584684856879896,-1.0,0.32370219165484304,0.35035965072193465,0.42309931749184027,0.25611811095754944,-1.0,-1.0,0.2854534649976579
 XOOXX OO,0.9156870485469806,0.6560579524758857,0.4570056116207011,0.4018088849381676,0.28131349924052784,0.3548232515382814,0.2511216933895444,0.4208063109052108,0.5241708959817668
XOOXXX  O,0.3204532588252683,0.040184977016782586,0.8302865959559066,0.3279416810886632,0.20849425781519448,1.0,0.6434654779001372,0.08523374752450086,0.2555486286692208
OO XX XO ,0.19104690531243684,0.755,0.03218793208098614,0.6617005097637176,0.5817819198947592,0.7439657601060066,0.24728759980206716,0.2801892755758485,0.13153062151842065
XXOXO OOX,0.8485914430663488,0.4213923282719967,-1.0,0.8847849048556712,-1.0,0.9260314423564444,-1.0,0.6044976400537097,0.7035278287150004
X  O XO O,0.30726403516690215,0.004071143279457123,0.20646711129015383,0.40529410382229314,0.733906946462875,0.5521127029059426,-1.0,0.34388335272874704,0.2451518143014394
  XO OXO ,0.2904583774945574,0.7580748024288649,0.5720307753771959,0.6477693523639084,0.30429418819258636,0.6430738885022296,0.12860065999188997,-1.0,0.7202819694765872
OX X   O ,0.6229571109450025,-1.0,0.3114102482112058,0.37128579744988177,0.15704945553110905,0.09796899371528611,0.5769260404795294,0.4275065724981558,0.3506769952655764
OXOOX X O,-1.0,-1.0,0.3325031990928039,-1.0,0.12294065886878291,0.03574593712488061,-1.0,0.4248438767753432,-1.0
OX  OOXOX,0.09660902296594642,0.5178183724382758,0.5468005631040764,0.7699833138274069,0.07567592401887868,0.3287956365455643,0.6089689116787466,0.16171738728771567,-1.0
X  OOXO  ,-1.0,0.6746776674721591,0.0739681942468382,-1.0,0.43094416188942986,0.2825684861160681,0.20073616772021163,0.6627907158547484,0.45644307094957404
 O   XXOO,0.26705526933062584,0.5313475333989716,0.6869325605454508,0.3646212783904197,0.6540111593943031,-1.0,0.009106984535303453,0.32916048644851115,-1.0
 OX XOO  ,0.6733225188978933,-1.0,0.6147812100687764,0.07373932585766185,0.2996831120943174,0.6627349180756856,0.2523876556033803,0.46276796955608934,0.8203631559512455
O O XXOOX,0.09232904205423265,0.585271981674443,0.5341171016869531,0.5827156067443905,-1.0,0.09999071657476732,-1.0,0.0948663250183539,-1.0
X  OOX  O,0.11926007049376852,0.6240445786376962,0.6945291610848856,0.017478869772584837,0.644959105446606,-1.0,0.779004445154125,0.3835596378665532,-1.0
OO XX X O,0.755,0.6135861226588363,0.7357895603211911,0.39053808251640787,0.21018685280389982,0.31977575931983826,0.4688870764436037,0.6611507951212042,-1.0
XXO OO OX,0.5601548156196765,0.4285605476336737,0.6310531175465292,0.6428086645573224,0.6750577349704958,0.45214954716361344,0.9791049500681874,0.9762133045050547,0.6845809432117633
 OOXX XOO,0.15574461305433251,-1.0,-1.0,-1.0,-1.0,0.5485154091253724,-1.0,0.2377436879857232,-1.0
XXOOO X O,0.8325403691560463,0.14269725467793593,0.3597503570706445,0.9276185955959692,0.10032559886071002,0.5113901951271955,0.1951175564570895,0.9413039808352448,0.7061283371515954
X XOO XOO,0.7036890633472214,0.41306767238776965,0.3888411307347114,0.16905627323012762,0.2989131666679633,0.7657021927278777,-1.0,0.391336313773755,-1.0
OOOXOXXX ,-1.0,0.4290588819540082,0.03589491300847891,0.12161079194534563,0.9449856388988853,0.27219480448773303,0.2350675716183943,0.04683405340185587,0.859137154660161
 OXXO    ,0.17752719388465443,0.6735127097990943,0.11667797624079335,0.23398926839811107,0.3593043200337227,0.6083170318571632,0.20646261708683955,0.12338751086018418,0.1883752797957945
XX X O OO,0.2831397970494528,0.03858369274511719,0.2031757671222737,-1.0,0.12604004828706594,0.541328046985683,0.6337896042271166,0.755,-1.0
 O   OOXX,0.38081116867448306,0.12444344317781486,0.03849040199070386,0.5086099222845053,0.5953754142934157,-1.0,0.5905528124049414,0.3177756517129652,0.4746062774589236
   X O   ,0.03467775707527676,0.5850128354666775,0.21435364904829057,0.04568254820984907,0.07865505792253014,0.6874632111602077,0.19338802960748436,0.5701030023260442,0.22545279497722792
XOX OO XO,-1.0,0.15257874116184533,-1.0,0.39537362837940904,-1.0,0.41089588497536433,0.5991510780584042,0.485118762413016,-1.0
 OOXX O  ,0.17324829486716076,0.32193363096185335,0.24269696638036842,-1.0,0.36967763543200316,0.4710441988765057,-1.0,0.5332833970678074,0.7746853016566237
OXXXXOO O,0.040671433232080556,0.2651396053350843,-1.0,0.36412096119844406,-1.0,-1.0,0.20345484047635298,0.47059741149380674,0.755
OXOXX XO ,0.8688573847341136,0.8960074142878367,0.5427992996775514,0.8019813286816295,0.6938110520198092,0.09809332907083124,0.8961859927793127,0.20902260517842797,0.2777706356544961
   XXO XO,0.1641010735916799,0.5638484628076029,0.17865510518589678,0.5302633001831454,0.770133632897569,0.6354486576539194,0.9078978308877613,0.8501312571844755,0.12086339248805511
XOX XO OO,-1.0,0.5723609476147782,0.17119125489266207,0.5217233957066453,0.021920259425864175,-1.0,0.5911165164149396,0.04688983057345997,0.5081829182461421
XO OOXO X,-1.0,0.38737682709518273,0.46360287812935164,-1.0,-1.0,-1.0,0.2372500606200565,0.34074820958021046,-1.0
OXOOO  XX,0.2552555842760097,0.7846892134566282,0.6534898329512859,0.44124546492153094,0.11444948979418368,0.8432052325832862,0.562511619477503,0.33147965681480707,0.4350935474660721
 OX OO  X,0.687971711204776,-1.0,0.42983557919421544,0.46464168165254316,0.6723137836130992,0.40710564279607653,0.25771570999042637,0.2778041720917571,0.2461637537113084
XOX  OOXO,0.7422202096179785,0.05984314924750178,0.48221075678244585,0.9981095910496036,0.18734066273583094,0.9237821880305896,0.31672392581266573,0.2747265283421463,0.7858573578608704
  XOO X O,0.936639375425514,0.46532048278416993,0.06972864332948403,0.8878319496400584,0.0477561246345064,0.5236028466390088,0.07515875170013286,0.17558537917231842,0.6752328861853614
OX XOOXOX,0.9405746907449389,0.8668799011733604,0.9645470624216086,0.528448274571951,0.36061263736708804,0.07576283860629973,0.2310328918246315,0.9405746821593859,0.6986187821710627
O  X OO X,0.4206635425004078,0.3998715766075306,0.027720226599815545,0.3939027819374874,0.20201698544634983,-1.0,0.659351755708167,0.6830727472622851,0.15990636483117038
XOO  O  X,0.23782875357228195,0.36858078912068803,-1.0,0.0720870033541281,0.12137131477493579,-1.0,0.6690965087029278,0.2096771618554638,0.10520737600736418
XOXXXOOXO,0.0,0.14828881369700964,0.0,0.9846676420065923,0.0,0.10081180184497196,0.41507408972403836,0.564761403936179,0.4330452315575517
O  XX  XO,0.9901329293809026,0.9641121915810109,0.08799700279273837,0.7887508666849938,0.9789914786658914,0.828999877802671,0.43367361989632514,0.8488325880957747,0.29121403203400553
  OO X   ,0.22940285039394148,0.5442158832533882,0.02694585473981248,0.3280008265381461,0.3329292975999987,-1.0,0.2264476874315854,0.2696906349189171,0.17113012141706774
X    OOXO,0.30936515526123554,0.2931556709266817,0.3121777143251362,0.999263284583913,0.5233819391636788,0.5279063223097964,0.19833747207180652,0.3295924429885523,0.5580741468878406
OXXX O O ,0.32773910195342926,0.468932114409379,0.6633508916110633,0.013697727818338001,0.9181784401037081,0.17681917116101564,0.7249635935139715,0.8676094628996162,0.3119101403648218
 XOOX XOO,0.1849624841721339,0.7685694021726264,0.012126655730007263,0.03663441289219116,0.39764607032268684,0.8974808227616466,-1.0,0.34578526213678107,0.5608639576493886
 X XXOOXO,0.01728031510434047,1.0,0.9371411747531307,0.028418225513463402,0.06417489449093972,0.9441126130435208,0.8083655689279112,0.2021146995761096,0.7474611428735659
O X   XOO,-1.0,0.0987157258467164,0.017207545035306637,0.561893217669008,0.6012173060087964,0.4921797866228619,0.4321561619989659,0.402329799951597,-1.0
OXO  O X ,-1.0,0.5879962733107156,0.5036829059770029,0.20319626823684123,0.7573116851146259,-1.0,0.7294760500817672,0.09234567116518444,0.0762455765710437
XO XOXOOX,0.4058998404570484,-1.0,0.8856828476043149,0.10225708235853193,0.3657277019103755,0.44575633933780057,0.5182551992755575,0.7433106106160261,0.7435328262974649
XOOO XX O,0.3076556207564154,0.398067445270771,0.31600976190128527,0.6145064783461416,0.7586177441364368,0.6819638739238776,0.546766261075178,0.027749691960665124,0.2285565862921436
OXOXXXXOO,0.15751915093316238,0.7328215037451187,0.13113379964345628,0.45989414459251066,1.0,1.0,0.17371895941160231,0.07409458846101447,0.05809701265989531
 O XOOXXO,0.9832385655977278,0.6426305720804214,0.07650259300443918,0.7908459331701129,0.49386267941115114,0.8847122162426706,0.6103976632407205,0.034719525335275,0.7530263617625815
XO XXOO O,0.11939530749514171,-1.0,0.9039268972482799,0.8480275495102833,0.8327362323665071,-1.0,0.2798054375060264,0.7311120251838554,0.8367053043579273
XOO  XOOX,0.28572581042395706,-1.0,0.11029718212126882,0.6701077582655178,0.664678390900995,0.3387837578171473,0.5300902569330855,0.5920232856757975,-1.0
OOXX OO X,0.7651878369224198,0.18907618855029396,0.7791264034543929,0.5338952165556093,0.5464190397737589,0.7976964090168557,0.28108491699688165,0.8917447811470894,0.25824942796514394
XXXX OOO ,0.5509033577873917,0.453094236365877,1.0,0.8538870852759475,0.7669238809046238,0.23710102271814026,0.9358081049295744,0.9996370689359629,0.5832390565971769
O   O   X,0.7054322641906313,0.09034625676228425,0.08170300060808988,0.8962448830537808,0.8589218124627667,0.08616610762259813,0.6878949827918619,0.6498645855408184,0.6741434079761927
 X OXOO  ,0.12726437600247542,-1.0,0.7908596560067457,0.25214887576410283,-1.0,0.05330664056599832,0.14295391159835868,0.013082997584066836,0.5392122614740744
